Id,Fecha,Anio,Mes,Día,Rol,Victima,Sexo,Edad,Gravedad,Rango_Etario,Sentencia,Cantidad_Víctimas,Hora,Parte_Horaria,Lugar_del_Hecho,Tipo_de_Calle,Calle,Cruce,Dirección_Normalizada,Comuna,Pos X,Pos Y,Participantes,Víctima,Acusado
"2018-0083,2018-08-02,2018,8,2,CONDUCTOR,MOTO,MASCULINO,39,FATAL,ADULTO MEDIANA EDAD,HOMOCIDIO CULPOSO,1,05:20:00,5,""Paz, Gral. Av. y Fernandez De La Cruz, F., Gral. Av."",AVENIDA,AV. GENERAL PAZ,SI,AV. GENERAL PAZ Y SI,8,-58.47976785,-34.69153196,MOTO-CARGAS,MOTO,CARGAS"
2018-0084,2018-08-03,2018,8,3,PEATON,PEATON,MASCULINO,45,FATAL,ADULTO MADURO,HOMOCIDIO CULPOSO,1,07:25:00,7,Av. Alicia Moreau de Justo y Cochabamba,AVENIDA,AV. ALICIA MOREAU DE JUSTO,SI,AV. ALICIA MOREAU DE JUSTO Y SI,1,-58.36523349,-34.62260331,PEATON-CARGAS,PEATON,CARGAS
"2018-0085,2018-08-03,2018,8,3,PASAJERO,MOTO,FEMENINO,22,FATAL,ADULTO JOVEN,HOMOCIDIO CULPOSO,2,18:16:00,18,""Entre Rios Av. y Garay, Juan De Av."",AVENIDA,AV. ENTRE RIOS,SI,AV. ENTRE RIOS Y SI,3,-58.39118948,-34.62704273,MOTO-PASAJEROS,MOTO,PASAJEROS"
"2018-0085,2018-08-03,2018,8,3,CONDUCTOR,MOTO,MASCULINO,30,FATAL,ADULTO MEDIANA EDAD,HOMOCIDIO CULPOSO,2,18:16:00,18,""Entre Rios Av. y Garay, Juan De Av."",AVENIDA,AV. ENTRE RIOS,SI,AV. ENTRE RIOS Y SI,3,-58.39118948,-34.62704273,MOTO-PASAJEROS,MOTO,PASAJEROS"
2018-0086,2018-08-10,2018,8,10,PEATON,PEATON,MASCULINO,40,FATAL,ADULTO MADURO,HOMOCIDIO CULPOSO,1,21:44:00,21,Directorio Av. y Guardia Nacional,AVENIDA,AV. DIRECTORIO,SI,AV. DIRECTORIO Y SI,9,-58.49019551,-34.65015854,PEATON-PASAJEROS,PEATON,PASAJEROS
2018-0087,2018-08-15,2018,8,15,PEATON,PEATON,MASCULINO,75,FATAL,TERCERA EDAD,HOMOCIDIO CULPOSO,1,19:20:00,19,Pavon Av. Y Colombres,AVENIDA,AV. PAVON,SI,AV. PAVON Y SI,5,-58.41644362,-34.63023775,PEATON-PASAJEROS,PEATON,PASAJEROS
2018-0088,2018-08-17,2018,8,17,CONDUCTOR,MOTO,MASCULINO,39,FATAL,ADULTO MEDIANA EDAD,HOMOCIDIO CULPOSO,1,16:36:00,16,Av. Gral. Paz y Av. Dr. Ricardo Balbín,AVENIDA,AV. GENERAL PAZ,SI,AV. GENERAL PAZ Y SI,12,-58.50073810,-34.54979510,MOTO-CARGAS,MOTO,CARGAS
2018-0089,2018-08-17,2018,8,17,PEATON,PEATON,MASCULINO,80,FATAL,TERCERA EDAD,HOMOCIDIO CULPOSO,1,17:56:00,17,Pichincha Av. y Brasil,AVENIDA,AV. PICHINCHA,SI,AV. PICHINCHA Y SI,4,-58.39626094,-34.63036565,PEATON-PASAJEROS,PEATON,PASAJEROS
2018-0090,2018-08-18,2018,8,18,CONDUCTOR,MOTO,MASCULINO,27,FATAL,ADULTO JOVEN,HOMOCIDIO CULPOSO,1,10:34:00,10,27 De Febrero Av. y Pergamino,AVENIDA,AV. 27 DE FEBRERO,SI,AV. 27 DE FEBRERO Y SI,8,-58.43284809,-34.67051543,MOTO-AUTO,MOTO,AUTO
2018-0091,2018-08-19,2018,8,19,PASAJERO,AUTO,FEMENINO,23,FATAL,ADULTO JOVEN,HOMOCIDIO CULPOSO,1,18:47:00,18,AU Perito Moreno KM 1.8 ALTURA BARRAGAN SENTIDO PBA,AUTOPISTA,AUTOPISTA PERITO MORENO,SI,AUTOPISTA PERITO MORENO Y SI,9,-58.52280139,-34.63659934,AUTO-AUTO,AUTO,AUTO
2018-0092,2018-08-20,2018,8,20,CONDUCTOR,MOTO,MASCULINO,23,FATAL,ADULTO JOVEN,HOMOCIDIO CULPOSO,1,08:20:00,8,Cordoba Av. y Gascon,AVENIDA,AV. CORDOBA,SI,AV. CORDOBA Y SI,14,-58.42336930,-34.59774487,MOTO-AUTO,MOTO,AUTO
2018-0093,2018-08-20,2018,8,20,PEATON,PEATON,MASCULINO,24,FATAL,ADULTO JOVEN,HOMOCIDIO CULPOSO,1,08:41:00,8,15 De Noviembre De 1889 1513,CALLE,15 DE NOVIEMBRE DE 1889,NO,15 DE NOVIEMBRE DE 1889 Y NO,1,-58.38691681,-34.63105973,PEATON-PASAJEROS,PEATON,PASAJEROS
"2018-0094,2018-08-23,2018,8,23,CONDUCTOR,MOTO,MASCULINO,32,FATAL,ADULTO MEDIANA EDAD,HOMOCIDIO CULPOSO,1,05:35:00,5,""Salguero, Jeronimo y Beruti"",CALLE,JERONIMO SALGUERO,SI,JERONIMO SALGUERO Y SI,14,-58.41169020,-34.58579880,MOTO-PASAJEROS,MOTO,PASAJEROS"
"2018-0095,2018-08-26,2018,8,26,PASAJERO,AUTO,FEMENINO,49,FATAL,ADULTO MADURO,HOMOCIDIO CULPOSO,1,00:59:00,0,""Lacarra Av. y Dellepiane, Luis, Tte. Gral."",AVENIDA,AV. LACARRA,SI,AV. LACARRA Y SI,9,-58.46739825,-34.65117757,AUTO-AUTO,AUTO,AUTO"
"2018-0096,2018-08-31,2018,8,31,PEATON,PEATON,MASCULINO,39,FATAL,ADULTO MEDIANA EDAD,HOMOCIDIO CULPOSO,1,22:20:00,22,""AU Héctor J. Cámpora y Roca, Cnel. Av."",AUTOPISTA,AUTOPISTA PRESIDENTE H?CTOR J. C?MPORA,SI,AUTOPISTA PRESIDENTE H?CTOR J. C?MPORA Y SI,8,-58.44483258,-34.67152226,PEATON-AUTO,PEATON,AUTO"
2018-0097,2018-09-02,2018,9,2,CONDUCTOR,AUTO,FEMENINO,35,FATAL,ADULTO MEDIANA EDAD,HOMOCIDIO CULPOSO,1,10:50:00,10,Av. Varela y Av. Int. Francisco Rabanal,AVENIDA,AV. VARELA,SI,AV. VARELA Y SI,8,-58.43254025,-34.66128115,AUTO-MOVIL,AUTO,OTRO
2018-0098,2018-09-09,2018,9,9,CONDUCTOR,AUTO,MASCULINO,55,FATAL,ADULTO MAYOR,HOMOCIDIO CULPOSO,2,05:00:00,5,Av. Gral. Paz e/ Ferre y Beron de Astrada,AVENIDA,AV. GENERAL PAZ,SI,AV. GENERAL PAZ Y SI,8,-58.47199387,-34.69640164,AUTO-AUTO,AUTO,AUTO
2018-0098,2018-09-09,2018,9,9,PASAJERO,AUTO,MASCULINO,54,FATAL,ADULTO MAYOR,HOMOCIDIO CULPOSO,2,05:00:00,5,Av. Gral. Paz e/ Ferre y Beron de Astrada,AVENIDA,AV. GENERAL PAZ,SI,AV. GENERAL PAZ Y SI,8,-58.47199387,-34.69640164,AUTO-AUTO,AUTO,AUTO
2018-0099,2018-09-12,2018,9,12,PEATON,PEATON,MASCULINO,18,FATAL,ADULTO JOVEN,HOMOCIDIO CULPOSO,1,14:25:00,14,Rivadavia Av. y Pedernera,AVENIDA,AV. RIVADAVIA,SI,AV. RIVADAVIA Y SI,7,-58.46411215,-34.62925068,PEATON-PASAJEROS,PEATON,PASAJEROS
2018-0100,2018-09-20,2018,9,20,CONDUCTOR,MOTO,FEMENINO,33,FATAL,ADULTO MEDIANA EDAD,HOMOCIDIO CULPOSO,1,10:30:00,10,Elvira Rawson de Dellepiane 150,AVENIDA,AV. ELVIRA RAWSON DE DELLEPIANE,NO,AV. ELVIRA RAWSON DE DELLEPIANE Y NO,1,-58.36217754,-34.62367156,MOTO-AUTO,MOTO,AUTO
"2018-0101,2018-09-21,2018,9,21,CONDUCTOR,AUTO,MASCULINO,39,FATAL,ADULTO MEDIANA EDAD,HOMOCIDIO CULPOSO,1,00:15:00,0,""Paz, Gral. Av. y Zapiola"",AVENIDA,AV. GENERAL PAZ,SI,AV. GENERAL PAZ Y SI,12,-58.48098594,-34.54073130,MULTIPLE,AUTO,MULTIPLE"
2018-0102,2018-09-21,2018,9,21,CONDUCTOR,MOTO,MASCULINO,20,FATAL,ADULTO JOVEN,HOMOCIDIO CULPOSO,1,00:30:00,0,FAMATINA Y DIOGENES TABORDA,CALLE,FAMATINA,SI,FAMATINA Y SI,4,-58.41083404,-34.64640709,MOTO-AUTO,MOTO,AUTO
2018-0103,2018-09-27,2018,9,27,PEATON,PEATON,MASCULINO,1,FATAL,BEBE,HOMOCIDIO CULPOSO,1,17:51:00,17,Av. Castañares y Bonorino,AVENIDA,AV. CASTA?ARES,SI,AV. CASTA?ARES Y SI,7,-58.44609828,-34.64446729,PEATON-MOTO,PEATON,MOTO
2018-0104,2018-10-01,2018,10,1,CONDUCTOR,MOTO,MASCULINO,22,FATAL,ADULTO JOVEN,HOMOCIDIO CULPOSO,1,08:58:00,8,AU Frondizi 9 de Julio Sur y Av. Suarez,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,SI,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI Y SI,4,-58.37709334,-34.64035082,MOTO-MOTO,MOTO,MOTO
2018-0105,2018-10-03,2018,10,3,PEATON,PEATON,FEMENINO,56,FATAL,ADULTO MAYOR,HOMOCIDIO CULPOSO,1,18:12:00,18,Nazca Av. y Rivadavia Av.,AVENIDA,AV. NAZCA,SI,AV. NAZCA Y SI,7,-58.46963952,-34.63070603,PEATON-PASAJEROS,PEATON,PASAJEROS
"2018-0106,2018-10-04,2018,10,4,CONDUCTOR,MOTO,MASCULINO,27,FATAL,ADULTO JOVEN,HOMOCIDIO CULPOSO,1,22:02:00,22,""Figueroa Alcorta, Pres. Av. y Echeverria"",AVENIDA,AV. PRES. FIGUEROA ALCORTA,SI,AV. PRES. FIGUEROA ALCORTA Y SI,13,-58.43674281,-34.55161027,MOTO-MOTO,MOTO,MOTO"
2018-0107,2018-10-06,2018,10,6,PEATON,PEATON,FEMENINO,62,FATAL,TERCERA EDAD,HOMOCIDIO CULPOSO,1,14:20:00,14,Rivadavia Av. y Jujuy Av.,AVENIDA,AV. RIVADAVIA,SI,AV. RIVADAVIA Y SI,3,-58.40596860,-34.61011987,PEATON-PASAJEROS,PEATON,PASAJEROS
"2018-0108,2018-10-09,2018,10,9,CONDUCTOR,MOTO,MASCULINO,37,FATAL,ADULTO MEDIANA EDAD,HOMOCIDIO CULPOSO,1,14:00:00,14,""De Los Italianos Av. y Guemes, Macacha"",AVENIDA,AV. DE LOS ITALIANOS,SI,AV. DE LOS ITALIANOS Y SI,1,-58.36154069,-34.60463618,MOTO-AUTO,MOTO,AUTO"
"2018-0109,2018-10-10,2018,10,10,PEATON,PEATON,MASCULINO,34,FATAL,ADULTO MEDIANA EDAD,HOMOCIDIO CULPOSO,1,22:12:00,22,""Tucuman y Alem, Leandro N. Av."",AVENIDA,TUCUMAN,SI,TUCUMAN Y SI,1,-58.37062179,-34.60066507,PEATON-PASAJEROS,PEATON,PASAJEROS"
"2018-0110,2018-10-13,2018,10,13,PEATON,PEATON,MASCULINO,60,FATAL,TERCERA EDAD,HOMOCIDIO CULPOSO,1,03:05:00,3,""Corrientes Av. y Gallardo, Angel Av."",AVENIDA,AV. CORRIENTES,SI,AV. CORRIENTES Y SI,15,-58.43220014,-34.60207186,PEATON-MOTO,PEATON,MOTO"
2018-0111,2018-10-19,2018,10,19,CONDUCTOR,MOTO,MASCULINO,28,FATAL,ADULTO JOVEN,HOMOCIDIO CULPOSO,1,12:13:00,12,AU Perito Moreno y Av. Eva Perón SENTIDO CENTRO,AUTOPISTA,AUTOPISTA PERITO MORENO,NO,AUTOPISTA PERITO MORENO Y NO,9,-58.46958442,-34.64949724,MOTO-CARGAS,MOTO,CARGAS
2018-0112,2018-10-24,2018,10,24,CONDUCTOR,MOTO,FEMENINO,28,FATAL,ADULTO JOVEN,HOMOCIDIO CULPOSO,1,09:18:00,9,Muñecas y Serrano,CALLE,MU?ECAS,SI,MU?ECAS Y SI,15,-58.44671397,-34.59970903,MOTO-CARGAS,MOTO,CARGAS
"2018-0113,2018-10-25,2018,10,25,CONDUCTOR,MOTO,MASCULINO,20,FATAL,ADULTO JOVEN,HOMOCIDIO CULPOSO,1,11:00:00,11,""Artigas, Jose Gervasio, Gral. y Tres Arroyos"",CALLE,GENERAL JOSE GERVASIO ARTIGAS,SI,GENERAL JOSE GERVASIO ARTIGAS Y SI,11,-58.47152163,-34.61474911,MOTO-CARGAS,MOTO,CARGAS"
2018-0114,2018-10-30,2018,10,30,CONDUCTOR,MOTO,MASCULINO,23,FATAL,ADULTO JOVEN,HOMOCIDIO CULPOSO,1,02:15:00,2,Solis e Independencia Av.,AVENIDA,SOLIS,SI,SOLIS Y SI,1,-58.39032921,-34.61807951,MOTO-AUTO,MOTO,AUTO
"2018-0115,2018-10-31,2018,10,31,PEATON,PEATON,MASCULINO,42,FATAL,ADULTO MADURO,HOMOCIDIO CULPOSO,1,12:30:00,12,""Bosch, Ventura y Paz, Gral. Av."",CALLE,VENTURA BOSCH,SI,VENTURA BOSCH Y SI,9,-58.52887773,-34.64297861,PEATON-PASAJEROS,PEATON,PASAJEROS"
"2018-0116,2018-11-01,2018,11,1,PEATON,PEATON,MASCULINO,48,FATAL,ADULTO MADURO,HOMOCIDIO CULPOSO,1,10:50:00,10,""Paz, Gral. Av. 14800"",AVENIDA,AV. GENERAL PAZ,NO,AV. GENERAL PAZ Y NO,8,-58.49371157,-34.67981324,PEATON-CARGAS,PEATON,CARGAS"
2018-0117,2018-11-04,2018,11,4,CONDUCTOR,MOTO,MASCULINO,30,FATAL,ADULTO MEDIANA EDAD,HOMOCIDIO CULPOSO,1,08:15:00,8,Av. Eva Perón 5321,AVENIDA,AV. EVA PERON,NO,AV. EVA PERON Y NO,9,-58.48266599,-34.66012327,MOTO-MOTO,MOTO,MOTO
"2018-0118,2018-11-05,2018,11,5,PEATON,PEATON,FEMENINO,80,FATAL,TERCERA EDAD,HOMOCIDIO CULPOSO,1,14:49:00,14,""Peron, Juan Domingo, Tte. General y Pueyrredon Av."",AVENIDA,TENIENTE GENERAL JUAN DOMINGO PERON,SI,TENIENTE GENERAL JUAN DOMINGO PERON Y SI,3,-58.40612253,-34.60774301,PEATON-MOTO,PEATON,MOTO"
2018-0119,2018-11-05,2018,11,5,PEATON,PEATON,FEMENINO,32,FATAL,ADULTO MEDIANA EDAD,HOMOCIDIO CULPOSO,1,22:35:00,22,Rabanal y San Pedrito,AVENIDA,AV. INTENDENTE FRANCISCO RABANAL,SI,AV. INTENDENTE FRANCISCO RABANAL Y SI,8,-58.43613623,-34.66292532,PEATON-SD,PEATON,SD
2018-0120,2018-11-09,2018,11,9,PEATON,PEATON,FEMENINO,51,FATAL,ADULTO MAYOR,HOMOCIDIO CULPOSO,1,13:34:00,13,Monroe y Alvarez Thomas Av.,AVENIDA,MONROE,SI,MONROE Y SI,12,-58.48250732,-34.57208238,PEATON-AUTO,PEATON,AUTO
2018-0121,2018-11-09,2018,11,9,PEATON,PEATON,FEMENINO,72,FATAL,TERCERA EDAD,HOMOCIDIO CULPOSO,1,16:32:00,16,Rivadavia Av. y Manzoni,AVENIDA,AV. RIVADAVIA,SI,AV. RIVADAVIA Y SI,10,-58.49945705,-34.63743280,PEATON-PASAJEROS,PEATON,PASAJEROS
2018-0122,2018-11-12,2018,11,12,CONDUCTOR,AUTO,MASCULINO,33,FATAL,ADULTO MEDIANA EDAD,HOMOCIDIO CULPOSO,1,01:00:00,1,AU Dellepiane Luis Tte. Gral. y Larrazabal,AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TENIENTE GENERAL,SI,AUTOPISTA DELLEPIANE LUIS TENIENTE GENERAL Y SI,8,-58.47743966,-34.67233407,AUTO-AUTO,AUTO,AUTO
"2018-0123,2018-11-12,2018,11,12,CONDUCTOR,AUTO,MASCULINO,25,FATAL,ADULTO JOVEN,HOMOCIDIO CULPOSO,1,03:32:00,3,""Paz, Gral. Av. y Peron, Eva Av."",AVENIDA,AV. GENERAL PAZ,SI,AV. GENERAL PAZ Y SI,9,-58.50251790,-34.67450313,AUTO-SD,AUTO,SD"
2018-0124,2018-11-15,2018,11,15,CONDUCTOR,CARGAS,MASCULINO,44,FATAL,ADULTO MADURO,HOMOCIDIO CULPOSO,1,19:40:00,19,AU Perito Moreno y Reservistas Argentinos,AUTOPISTA,AUTOPISTA PERITO MORENO,NO,AUTOPISTA PERITO MORENO Y NO,9,-58.52144411,-34.63682499,CARGAS-CARGAS,CARGAS,CARGAS
2018-0125,2018-11-16,2018,11,16,PEATON,PEATON,MASCULINO,29,FATAL,ADULTO JOVEN,HOMOCIDIO CULPOSO,1,21:12:00,21,Saenz Av. y Ventana,AVENIDA,AV. SAENZ,SI,AV. SAENZ Y SI,4,-58.41650465,-34.65084045,PEATON-PASAJEROS,PEATON,PASAJEROS
2018-0126,2018-11-18,2018,11,18,CONDUCTOR,MOTO,MASCULINO,27,FATAL,ADULTO JOVEN,HOMOCIDIO CULPOSO,1,12:11:00,12,Avda. General Paz y Cnel. Ramón Falcón,AVENIDA,AV. GENERAL PAZ,SI,AV. GENERAL PAZ Y SI,9,-58.52994219,-34.64055918,MOTO-AUTO,MOTO,AUTO
2018-0127,2018-11-19,2018,11,19,CONDUCTOR,MOTO,MASCULINO,29,FATAL,ADULTO JOVEN,HOMOCIDIO CULPOSO,1,09:14:00,9,Av. Gral. Paz y Av. de los Constituyentes,AVENIDA,AV. GENERAL PAZ,SI,AV. GENERAL PAZ Y SI,12,-58.50993046,-34.56919739,MOTO-MOTO,MOTO,MOTO
"2018-0128,2018-11-25,2018,11,25,PASAJERO,AUTO,MASCULINO,49,FATAL,ADULTO MADURO,HOMOCIDIO CULPOSO,2,04:30:00,4,""Paz, Gral. Av. 11200"",AVENIDA,AV. GENERAL PAZ,NO,AV. GENERAL PAZ Y NO,9,-58.52844623,-34.64592873,AUTO-PASAJEROS,AUTO,PASAJEROS"
"2018-0128,2018-11-25,2018,11,25,PASAJERO,AUTO,FEMENINO,39,FATAL,ADULTO MEDIANA EDAD,HOMOCIDIO CULPOSO,2,04:30:00,4,""Paz, Gral. Av. 11200"",AVENIDA,AV. GENERAL PAZ,NO,AV. GENERAL PAZ Y NO,9,-58.52844623,-34.64592873,AUTO-PASAJEROS,AUTO,PASAJEROS"
"2018-0129,2018-11-28,2018,11,28,CONDUCTOR,MOTO,MASCULINO,37,FATAL,ADULTO MEDIANA EDAD,HOMOCIDIO CULPOSO,1,04:01:00,4,""Newbery, Jorge Av. y Guevara"",AVENIDA,AV. JORGE NEWBERY,SI,AV. JORGE NEWBERY Y SI,15,-58.45021367,-34.58695347,MOTO-PASAJEROS,MOTO,PASAJEROS"
2018-0130,2018-12-03,2018,12,3,CONDUCTOR,MOTO,MASCULINO,39,FATAL,ADULTO MEDIANA EDAD,HOMOCIDIO CULPOSO,1,03:00:00,3,Gaona Av. y Segurola Av.,AVENIDA,AV. GAONA,SI,AV. GAONA Y SI,10,-58.49022072,-34.62770192,MOTO-PASAJEROS,MOTO,PASAJEROS
"2018-0131,2018-12-07,2018,12,7,CONDUCTOR,MOTO,MASCULINO,29,FATAL,ADULTO JOVEN,HOMOCIDIO CULPOSO,1,19:10:00,19,""Madero, Eduardo Av. 550"",AVENIDA,AV. EDUARDO MADERO,NO,AV. EDUARDO MADERO Y NO,1,-58.36860866,-34.60106568,MOTO-CARGAS,MOTO,CARGAS"
"2018-0132,2018-12-12,2018,12,12,PEATON,PEATON,MASCULINO,70,FATAL,TERCERA EDAD,HOMOCIDIO CULPOSO,1,08:26:00,8,""AU Arturo Illia y Castillo, Ramon S."",AUTOPISTA,AUTOPISTA ARTURO ILLIA,SI,AUTOPISTA ARTURO ILLIA Y SI,2,-58.39490504,-34.57241534,PEATON-CARGAS,PEATON,CARGAS"
2018-0133,2018-12-12,2018,12,12,PEATON,PEATON,FEMENINO,60,FATAL,TERCERA EDAD,HOMOCIDIO CULPOSO,1,14:07:00,14,Nazca Av. y Rivadavia Av.,AVENIDA,AV. NAZCA,SI,AV. NAZCA Y SI,7,-58.46963952,-34.63070603,PEATON-CARGAS,PEATON,CARGAS
2018-0134,2018-12-12,2018,12,12,PEATON,PEATON,MASCULINO,56,FATAL,ADULTO MAYOR,HOMOCIDIO CULPOSO,1,21:00:00,21,La Plata Av. y Caseros Av.,AVENIDA,AV. LA PLATA,SI,AV. LA PLATA Y SI,7,-58.42349365,-34.64019887,PEATON-MOTO,PEATON,MOTO
2018-0135,2018-12-18,2018,12,18,PEATON,PEATON,MASCULINO,80,FATAL,TERCERA EDAD,HOMOCIDIO CULPOSO,1,14:40:00,14,Belgrano Av. y Peru,AVENIDA,AV. BELGRANO,SI,AV. BELGRANO Y SI,1,-58.37471802,-34.61265002,PEATON-PASAJEROS,PEATON,PASAJEROS
2018-0136,2018-12-18,2018,12,18,PEATON,PEATON,FEMENINO,70,FATAL,TERCERA EDAD,HOMOCIDIO CULPOSO,1,15:42:00,15,Rivadavia Av. 7013,AVENIDA,AV. RIVADAVIA,NO,AV. RIVADAVIA Y NO,7,-58.46438789,-34.62913916,PEATON-PASAJEROS,PEATON,PASAJEROS
2018-0137,2018-12-18,2018,12,18,PASAJERO,MOTO,MASCULINO,29,FATAL,ADULTO JOVEN,HOMOCIDIO CULPOSO,1,20:15:00,20,Adolfo Alsina y Santiago del Estero,CALLE,ADOLFO ALSINA,SI,ADOLFO ALSINA Y SI,1,-58.38481975,-34.61100424,MOTO-PASAJEROS,MOTO,PASAJEROS
2018-0138,2018-12-21,2018,12,21,PASAJERO,PASAJEROS,FEMENINO,79,FATAL,TERCERA EDAD,HOMOCIDIO CULPOSO,1,09:30:00,9,Bermudez 1893,CALLE,BERMUDEZ,NO,BERMUDEZ Y NO,10,-58.50751833,-34.62073702,PASAJEROS-PASAJEROS,PASAJEROS,PASAJEROS
2018-0139,2018-12-22,2018,12,22,PASAJERO,MOTO,MASCULINO,28,FATAL,ADULTO JOVEN,HOMOCIDIO CULPOSO,1,06:30:00,6,Santander 1974,CALLE,SANTANDER,NO,SANTANDER Y NO,7,-58.44682986,-34.63888084,MOTO-MOTO,MOTO,MOTO
2018-0140,2018-12-22,2018,12,22,CONDUCTOR,AUTO,MASCULINO,78,FATAL,TERCERA EDAD,HOMOCIDIO CULPOSO,1,08:05:00,8,Julieta Lanteri 1400,CALLE,LANTERI JULIETA,NO,LANTERI JULIETA Y NO,1,-58.36004650,-34.61381341,AUTO-AUTO,AUTO,AUTO
2018-0141,2018-12-22,2018,12,22,PEATON,PEATON,MASCULINO,75,FATAL,TERCERA EDAD,HOMOCIDIO CULPOSO,1,17:40:00,17,Maza y Av. Independencia,AVENIDA,MAZA,SI,MAZA Y SI,5,-58.41509546,-34.62085945,PEATON-MOTO,PEATON,MOTO
"2018-0142,2018-12-25,2018,12,25,PASAJERO,CARGAS,MASCULINO,32,FATAL,ADULTO MEDIANA EDAD,HOMOCIDIO CULPOSO,1,13:30:00,13,""PAZ, GRAL. AV. 5172"",AVENIDA,AV. GENERAL PAZ,NO,AV. GENERAL PAZ Y NO,12,-58.50997604,-34.57251072,CARGAS-PASAJEROS,CARGAS,PASAJEROS"
"2018-0143,2018-12-29,2018,12,29,CONDUCTOR,MOTO,MASCULINO,22,FATAL,ADULTO JOVEN,HOMOCIDIO CULPOSO,1,05:25:00,5,""Olivera Av. y Alberdi, Juan Bautista Av."",AVENIDA,AV. OLIVERA,SI,AV. OLIVERA Y SI,10,-58.48606475,-34.64047818,MOTO-AUTO,MOTO,AUTO"
"2019-0001,2019-01-08,2019,1,8,CONDUCTOR,MOTO,MASCULINO,25,FATAL,ADULTO JOVEN,HOMOCIDIO CULPOSO,1,08:30:00,8,""CASTILLO, RAMON S., PRES. AV. Y CALLE 12"",AVENIDA,AV. PRES. RAMON S. CASTILLO,SI,AV. PRES. RAMON S. CASTILLO Y SI,2,-58.38526125,-34.57805810,MOTO-CARGAS,MOTO,CARGAS"
"2019-0002,2019-01-09,2019,1,9,CONDUCTOR,AUTO,MASCULINO,32,FATAL,ADULTO MEDIANA EDAD,HOMOCIDIO CULPOSO,1,04:00:00,4,""CASTAÑARES AV. Y MORENO, PERITO AV."",AVENIDA,AV. CASTA?ARES,SI,AV. CASTA?ARES Y SI,7,-58.45463662,-34.65082149,AUTO-CARGAS,AUTO,CARGAS"
2019-0003,2019-01-12,2019,1,12,CONDUCTOR,MOTO,MASCULINO,23,FATAL,ADULTO JOVEN,HOMOCIDIO CULPOSO,1,08:00:00,8,SAN MARTIN AV. Y TERRADA,AVENIDA,AV. SAN MARTIN,SI,AV. SAN MARTIN Y SI,15,-58.49121672,-34.59718073,MOTO-AUTO,MOTO,AUTO
"2019-0004,2019-01-14,2019,1,14,CONDUCTOR,AUTO,MASCULINO,71,FATAL,TERCERA EDAD,HOMOCIDIO CULPOSO,1,19:58:00,19,""PERON, EVA AV. Y MEDINA"",AVENIDA,AV. EVA PERON,SI,AV. EVA PERON Y SI,9,-58.47325712,-34.65284605,AUTO-PASAJEROS,AUTO,PASAJEROS"
"2019-0005,2019-01-19,2019,1,19,CONDUCTOR,MOTO,MASCULINO,43,FATAL,ADULTO MADURO,HOMOCIDIO CULPOSO,1,12:00:00,12,""JUSTO, JUAN B. AV. Y ALVAREZ JONTE AV."",AVENIDA,AV. JUAN B. JUSTO,SI,AV. JUAN B. JUSTO Y SI,10,-58.52108101,-34.63382309,MOTO-CARGAS,MOTO,CARGAS"
"2019-0006,2019-01-23,2019,1,23,PEATON,PEATON,FEMENINO,12,FATAL,NIÑO,HOMOCIDIO CULPOSO,1,05:45:00,5,""OBLIGADO RAFAEL, AV. COSTANERA 4650"",AVENIDA,AV.  COSTANERA OBLIGADO RAFAEL,NO,AV.  COSTANERA OBLIGADO RAFAEL Y NO,14,-58.41652702,-34.55509606,PEATON-AUTO,PEATON,AUTO"
"2019-0007,2019-01-26,2019,1,26,CONDUCTOR,MOTO,MASCULINO,35,FATAL,ADULTO MEDIANA EDAD,HOMOCIDIO CULPOSO,1,19:34:00,19,""MITRE, BARTOLOME Y YATAY"",CALLE,BARTOLOME MITRE,SI,BARTOLOME MITRE Y SI,5,-58.42891604,-34.61071660,MOTO-AUTO,MOTO,AUTO"
"2019-0008,2019-01-30,2019,1,30,CONDUCTOR,MOTO,MASCULINO,42,FATAL,ADULTO MADURO,HOMOCIDIO CULPOSO,1,22:45:00,22,""PAZ, GRAL. AV. 16080"",AVENIDA,AV. GENERAL PAZ,NO,AV. GENERAL PAZ Y NO,8,-58.47802293,-34.69156793,MULTIPLE,MOTO,MULTIPLE"
2019-0009,2019-01-31,2019,1,31,CONDUCTOR,MOTO,MASCULINO,34,FATAL,ADULTO MEDIANA EDAD,HOMOCIDIO CULPOSO,1,14:55:00,14,CHACABUCO Y SAN JUAN AV.,AVENIDA,CHACABUCO,SI,CHACABUCO Y SI,1,-58.37564821,-34.62200207,MOTO-AUTO,MOTO,AUTO
2019-0010,2019-02-02,2019,2,2,PEATON,PEATON,MASCULINO,39,FATAL,ADULTO MEDIANA EDAD,HOMOCIDIO CULPOSO,2,07:50:00,7,DEL LIBERTADOR AV. 4100,AVENIDA,AV. DEL LIBERTADOR,NO,AV. DEL LIBERTADOR Y NO,14,-58.42668489,-34.56961468,PEATON-AUTO,PEATON,AUTO
